"Area"	"Perimeter"	"Radius"	"Circularity"	"Convexity"	"Inertia"	"Graymean"	"Graystd"	"Repimean"	"Repistd"	"Gepimean"	"Gepistd"	"Bepimean"	"Bepistd"	"family.label"
"H1T4OM6_62"	707.5	100.669046163559	15.2643375224737	0.87729246815477	0.973177441540578	0.99997473370159	100.913688659668	0.294513642787933	69.5887908935547	0.106022477149963	63.9007225036621	0.0892512053251266	90.7828063964844	0.214232534170151	"Bifidobacteriaceae"
"H1T4OM6_64"	405.5	75.6984841823578	11.4017542509914	0.889255083158488	0.978287092882992	0.963930371477894	104.184928894043	0.299647182226181	66.2743606567383	0.103026703000069	60.9826927185059	0.0956863462924957	88.4220352172852	0.272460520267487	"Bifidobacteriaceae"
"H1T4OM6_67"	977	120.083260059357	17.464249196573	0.851411453589128	0.970690511674118	0.999799909928594	92.0939865112305	0.379130393266678	69.4849319458008	0.108114756643772	63.3446502685547	0.10420835018158	101.352104187012	0.283881723880768	"Bifidobacteriaceae"
"H1T4OM6_68"	948.5	120.325901150703	17.2046505340853	0.823244718980519	0.9451918285999	0.999948189999029	93.3043594360352	0.358568221330643	68.9509735107422	0.102420419454575	63.6695861816406	0.10725699365139	101.458648681641	0.288110941648483	"Bifidobacteriaceae"
"H1T4OM6_73"	1137	126.083259940147	19.2353840616713	0.898784285151156	0.986123156981787	0.999990251157987	91.3868789672852	0.356946378946304	68.8553619384766	0.1037318110466	63.3383865356445	0.100501701235771	101.763816833496	0.267679899930954	"Bifidobacteriaceae"
"H1T4OM6_75"	105	38.4852812290192	6.40312423743285	0.890860768718647	1	0.998358696114991	123.997863769531	0.0841458514332771	61.2255897521973	0.0452850237488747	56.1594390869141	0.0275686271488667	75.8483200073242	0.0720808729529381	"Bifidobacteriaceae"
"H1T4OM6_77"	694.5	102.325900673866	15.2643375224737	0.833510283032433	0.959254143646409	0.99980120416602	86.7073822021484	0.387510895729065	70.0616760253906	0.102704554796219	63.8850975036621	0.11033058911562	101.46354675293	0.316309601068497	"Bifidobacteriaceae"
"H1T4OM6_78"	880	115.254832744598	16.9852813742386	0.832480839531903	0.960174577195854	0.999977090549333	95.2660446166992	0.346688807010651	67.9865341186523	0.104295469820499	62.049186706543	0.102659694850445	93.357177734375	0.313745766878128	"Ruminococcaceae"
"H1T4OM6_79"	2303	192.9949477911	26.9258240356725	0.776983724177677	0.944045911047346	0.999997081803353	92.567497253418	0.243331849575043	67.7004089355469	0.0607472583651543	60.1648941040039	0.0432443059980869	85.167724609375	0.0996053069829941	"Bifidobacteriaceae"
"H1T4OM6_80"	1024.5	128.325900673866	18.0277563773199	0.781795532839381	0.933060109289617	0.999986256702941	89.853874206543	0.331116527318954	69.0169372558594	0.0887521207332611	63.2091827392578	0.0852455422282219	101.799346923828	0.250768959522247	"Lachnospiraceae"
"H1T4OM6_81"	1063	148.024385094643	19.2353840616713	0.609644411728105	0.909713307659392	0.999987881879786	89.7024993896484	0.257826149463654	67.8142852783203	0.0589471459388733	60.8775901794434	0.0516771748661995	89.8846893310547	0.154739573597908	"Bifidobacteriaceae"
"H1T4OM6_82"	1412.5	172.124889969826	21.9317121994613	0.599116070639538	0.860231425091352	0.999988839675288	92.9141693115234	0.341027915477753	68.3270797729492	0.0981217920780182	62.1951560974121	0.0997056290507317	99.4843215942383	0.299579828977585	"Bifidobacteriaceae"
"H1T4OM6_84"	530.5	86.5269112586975	13.4164078649987	0.890415784532239	0.98149861239593	0.99963268450083	101.484367370605	0.314011573791504	66.6235046386719	0.0977654010057449	62.1871299743652	0.0987002998590469	93.1203308105469	0.257730334997177	"Bifidobacteriaceae"
"H1T4OM6_86"	3014.5	242.894442200661	31.3926732945828	0.642081263554411	0.895839524517088	0.999995024207729	69.072998046875	0.524647891521454	70.8868713378906	0.142405807971954	67.0377807617188	0.194535166025162	124.697509765625	0.419140189886093	"Ruminococcaceae"
"H1T4OM6_87"	1098.5	157.438598394394	18.8679622641132	0.556913179529204	0.840796019900497	0.999989348287355	84.7252655029297	0.503872931003571	69.5479125976562	0.131428211927414	65.0022201538086	0.172779828310013	110.677291870117	0.438862562179565	"Bacteroidaceae"
"H1T4OM6_88"	211	54.9705624580383	8.27376956126856	0.877469354957813	0.979118329466357	0.999595416370737	119.62336730957	0.157610058784485	63.3141899108887	0.0544072315096855	59.4677085876465	0.0396475158631802	81.7753829956055	0.105417519807816	"Bifidobacteriaceae"
"H1T4OM6_89"	1144	125.740114569664	19.2353840616713	0.909260207105595	0.987057808455565	0.996925722069802	90.9863662719727	0.361362189054489	69.3398590087891	0.0981083065271378	63.8808517456055	0.09956194460392	103.276161193848	0.263954788446426	"Bifidobacteriaceae"
"H1T4OM6_92"	1033	126.225395679474	18.9736659610103	0.814735620149606	0.964969640354974	0.999886569853541	89.0160522460938	0.335338890552521	70.2958602905273	0.0862149819731712	63.503059387207	0.0941003561019897	99.9945373535156	0.268230199813843	"Bifidobacteriaceae"
"H1T4OM6_94"	607.5	100.526911377907	14.2126704035519	0.755425198880519	0.94921875	0.999968711720416	92.1404647827148	0.350598067045212	69.7782974243164	0.0922396928071976	64.9136199951172	0.0962738022208214	107.645629882812	0.242422118782997	"Bifidobacteriaceae"
"H1T4OM6_95"	695.5	106.526911258698	15.4267038634412	0.770173069446119	0.958649207443143	0.999975539253758	89.0884017944336	0.377063751220703	68.8973999023438	0.108161374926567	63.7407455444336	0.109186559915543	101.896133422852	0.294065713882446	"Bifidobacteriaceae"
"H1T4OM6_100"	472	81.4558434486389	12.7279220613579	0.893937945924728	0.986415882967607	0.97949634458688	111.344573974609	0.209156304597855	64.7483062744141	0.0878368392586708	60.687068939209	0.0790287479758263	89.8964309692383	0.206917330622673	"Bacteroidaceae"
"H1T4OM6_101"	1138.5	127.497473835945	19.2353840616713	0.880115640725128	0.981465517241379	0.999990233953292	89.7709579467773	0.372685730457306	68.1298675537109	0.0987886413931847	62.9277267456055	0.104529708623886	103.804466247559	0.287235796451569	"Bifidobacteriaceae"
"H1T4OM6_102"	787	108.426406025887	15.8113883008419	0.84122945581507	0.957420924574209	0.999975137349079	90.8028564453125	0.392845034599304	68.3672790527344	0.130476385354996	63.235179901123	0.134603768587112	102.382347106934	0.349627941846848	"Bacteroidaceae"
"H1T4OM6_104"	1268	133.396968603134	20.1246117974981	0.895441455225325	0.982945736434109	0.999992164712823	91.5137329101562	0.349318563938141	70.1152420043945	0.0863281041383743	64.4114227294922	0.0873935595154762	103.197860717773	0.260603815317154	"Others"
"H1T4OM6_105"	334	68.6274164915085	11.0453610171873	0.891170969947964	0.982352941176471	0.99988550891651	108.767944335938	0.273110210895538	66.2360763549805	0.0862580016255379	61.3634300231934	0.0773857459425926	89.1865844726562	0.216040924191475	"Bifidobacteriaceae"
"H1T4OM6_107"	593	95.9411249160767	14.0710678118655	0.809571003883636	0.950320512820513	0.99996044083201	92.4262313842773	0.386609673500061	68.4613571166992	0.102360807359219	61.9030723571777	0.1012227460742	94.2772979736328	0.293220907449722	"Bifidobacteriaceae"
"H1T4OM6_108"	1017	124.083260178566	18.3575597506858	0.830050328194708	0.963068181818182	0.999987933784892	92.1595077514648	0.349871516227722	67.8774642944336	0.100408241152763	61.1552238464355	0.0908315107226372	96.3975296020508	0.26980248093605	"Bifidobacteriaceae"
"H1T4OM6_109"	380	73.4558434486389	11.1803398874989	0.884994885694821	0.978120978120978	0.999860083746502	110.525085449219	0.262223660945892	65.486198425293	0.096698522567749	61.0830154418945	0.0884869024157524	89.4267654418945	0.232846513390541	"Lachnospiraceae"
"H1T4OM6_110"	870	111.254833221436	17	0.883265652902091	0.981387478849408	0.999983106754229	95.0321426391602	0.339766293764114	67.5229034423828	0.0980965718626976	62.3176536560059	0.100400932133198	99.4192962646484	0.290285289287567	"Bifidobacteriaceae"
"H1T4OM6_111"	540	98.7695517539978	13.4164078649987	0.695596612277581	0.904522613065327	0.999920800370347	110.213813781738	0.274006873369217	66.1723861694336	0.117166005074978	62.2080917358398	0.112754851579666	89.7343597412109	0.26215660572052	"Lachnospiraceae"
"H1T4OM6_112"	100	40.4852812290192	6.32455532033676	0.766682487352402	0.930232558139535	0.998770205404794	128.76806640625	0.118039824068546	62.6404685974121	0.0687946155667305	58.9035148620605	0.0545274987816811	76.2007293701172	0.0807474628090858	"Bifidobacteriaceae"
"H1T4OM6_113"	434	79.1126976013184	12.369316876853	0.871379235413366	0.969832402234637	0.999916289932267	107.593719482422	0.276135414838791	66.2069396972656	0.106439121067524	61.9608573913574	0.106060974299908	88.9953308105469	0.252476841211319	"Bacteroidaceae"
"H1T4OM6_114"	449	87.9411246776581	12.0415945787923	0.729578746548059	0.928645294725957	0.999944006977715	100.604270935059	0.290887892246246	68.502555847168	0.0766133964061737	63.731330871582	0.0686406940221786	96.3185501098633	0.210416451096535	"Bifidobacteriaceae"
"H1T4OM6_115"	1397	146.225395441055	22.2036033111745	0.821033090611765	0.950017001020061	0.999993415610809	62.9000396728516	0.517471075057983	74.0414047241211	0.0815044417977333	67.2076568603516	0.095515064895153	110.761009216309	0.228561118245125	"Bifidobacteriaceae"
"H1T4OM6_116"	211	69.4558436870575	9.4339811320566	0.549635451702901	0.794726930320151	0.999739706980916	89.2889175415039	0.311048775911331	70.9550552368164	0.0802835449576378	63.5968437194824	0.0761358961462975	100.612785339355	0.21226841211319	"Bifidobacteriaceae"
"H1T4OM6_117"	690	98.4264061450958	14.9330343736593	0.895026097584247	0.978029766123317	0.999831325536462	94.3152465820312	0.366904050111771	67.4935531616211	0.10152593255043	62.4176483154297	0.107770219445229	102.046852111816	0.290454030036926	"Bifidobacteriaceae"
"H1T4OM6_120"	1271	139.053822994232	20.3222673928439	0.826018069512794	0.95743879472693	0.998565376337914	92.4174194335938	0.342981457710266	67.6002502441406	0.0934766009449959	61.6605377197266	0.088581919670105	99.1139831542969	0.257475346326828	"Bifidobacteriaceae"
"H1T4OM6_123"	511	91.9411247968674	13.3790359645625	0.759645796560991	0.93418647166362	0.999919434712599	112.642875671387	0.220271706581116	62.6770896911621	0.0764736905694008	57.806037902832	0.0551091358065605	80.0202255249023	0.152561545372009	"Lachnospiraceae"
"H1T4OM6_124"	1116	126.911687254906	19.0393195677765	0.870704567533669	0.976377952755906	0.999984183983169	95.9918746948242	0.295599162578583	68.4766464233398	0.0705253928899765	62.5441856384277	0.0742914378643036	93.0979156494141	0.231509402394295	"Bifidobacteriaceae"
"H1T4OM6_125"	164.5	48.7279218435287	7.28010988928052	0.870602653453416	0.979166666666667	0.999177433766429	124.706680297852	0.11053055524826	63.3742218017578	0.05085688829422	59.1323051452637	0.045341681689024	80.2856216430664	0.0963952988386154	"Bifidobacteriaceae"
"H1T4OM6_126"	1233.5	131.982755184174	20	0.889845559400939	0.980135081446166	0.990595403201932	86.7467498779297	0.402932167053223	70.6252365112305	0.121884681284428	65.5327529907227	0.120660193264484	108.899696350098	0.332401305437088	"Bifidobacteriaceae"
"H1T4OM6_127"	1345	145.882249712944	20.8806130178211	0.794195174702344	0.944522471910112	0.999993033600072	93.1913223266602	0.316136240959167	68.8986053466797	0.067817896604538	61.3687057495117	0.0574719943106174	89.2743759155273	0.153659880161285	"Porphyromonadaceae"
"H1T4OM7_0"	326.5	68.0416301488876	10.0249378105604	0.886224250355012	0.980480480480481	0.995877343341289	117.878776550293	0.152679190039635	66.5185241699219	0.0647302940487862	61.7098579406738	0.05738864839077	82.6624603271484	0.161925584077835	"Bifidobacteriaceae"
"H1T4OM7_1"	416.5	76.8700569868088	11.7046999107196	0.885748577850804	0.978848413631022	0.999888151673017	104.808769226074	0.266851872205734	68.2196502685547	0.0982072129845619	61.4433059692383	0.0968934744596481	86.9359130859375	0.244489267468452	"Bacteroidaceae"
"H1T4OM7_2"	958	116.911687254906	17.464249196573	0.880763921864897	0.975560081466395	0.99993670756726	98.8772659301758	0.288451373577118	67.4440155029297	0.0974048301577568	62.2178421020508	0.0927901417016983	92.6853637695312	0.266763806343079	"Bacteroidaceae"
"H1T4OM7_3"	1182.5	130.325900435448	19.2223783869849	0.874882128283016	0.976465730800991	0.999690470928595	93.7278442382812	0.308788955211639	70.3347702026367	0.0987637490034103	63.6821746826172	0.0971859991550446	96.7864532470703	0.271970719099045	"Bifidobacteriaceae"
"H1T4OM7_4"	96.5	43.4142135381699	7.61577310586391	0.643388510749965	0.927884615384615	0.998917150408696	137.534088134766	0.0326616168022156	59.5667495727539	0.0383316911756992	57.8858947753906	0.035043329000473	72.2494964599609	0.0479674376547337	"Bifidobacteriaceae"
"H1T4OM7_5"	709.5	99.0121924877167	15.2479418671008	0.909462735462742	0.985416666666667	0.999903514998289	104.033309936523	0.230628997087479	68.1798095703125	0.0790627226233482	63.1934700012207	0.0848376154899597	96.8970565795898	0.285185933113098	"Bifidobacteriaceae"
"H1T4OM7_6"	1092	124.911687374115	19.1049731745428	0.879480778620674	0.978056426332288	0.999986203372925	96.7475204467773	0.286788076162338	70.8526763916016	0.0970874950289726	64.6914749145508	0.101486958563328	97.0589447021484	0.283775329589844	"Bifidobacteriaceae"
"H1T4OM7_7"	904	114.083260416985	16.5529453572468	0.872839607798116	0.975188781014024	0.999983623892997	95.8449096679688	0.313768237829208	70.9637451171875	0.0903516933321953	64.2695922851562	0.0854533985257149	95.4153823852539	0.231423243880272	"Bifidobacteriaceae"
"H1T4OM7_8"	1161.5	129.497473835945	19.4164878389476	0.8703751541584	0.978105263157895	0.999979055869514	95.3946838378906	0.327836096286774	71.5153579711914	0.0946746915578842	64.9333114624023	0.0956241190433502	97.3317337036133	0.240161031484604	"Ruminococcaceae"
"H1T4OM7_9"	1234	131.396968126297	20.1121815198699	0.898161293295779	0.983658828218414	0.999985331875126	85.2508773803711	0.478684842586517	73.5335464477539	0.161271661520004	69.301399230957	0.188983649015427	106.509262084961	0.402555972337723	"Bacteroidaceae"
"H1T4OM7_10"	490	84.2842706441879	12.6491106406735	0.866787975746244	0.974155069582505	0.999781721132131	109.237464904785	0.219810962677002	66.5793228149414	0.0708216652274132	61.0588798522949	0.0683958977460861	88.4556350708008	0.209618076682091	"Bifidobacteriaceae"
"H1T4OM7_11"	795	106.426406025887	16.1245154965971	0.882019526369115	0.977859778597786	0.993791191171092	95.8486251831055	0.335415363311768	69.9655685424805	0.0986648947000504	63.9651908874512	0.105146177113056	96.694953918457	0.27328696846962	"Bifidobacteriaceae"
"H1T4OM7_12"	62	29.6568541526794	5	0.885832052900209	1	1	133.578353881836	0.0369628220796585	58.484489440918	0.034346517175436	57.356559753418	0.0234727039933205	71.448860168457	0.0571714378893375	"Bifidobacteriaceae"
"H1T4OM7_13"	1204	131.396968722343	19.723082923316	0.876325921650966	0.975293641150263	0.995388070569161	92.0255432128906	0.343331187963486	69.4374160766602	0.103081598877907	64.2538299560547	0.0998866632580757	99.6760787963867	0.262082427740097	"Bifidobacteriaceae"
"H1T4OM7_14"	928.5	131.497473716736	17.0146931829632	0.674771845073574	0.899273607748184	0.999945648438847	100.729881286621	0.313724875450134	71.8505172729492	0.138558134436607	65.8012237548828	0.128672420978546	97.2078475952148	0.308341890573502	"Bifidobacteriaceae"
"H1T4OM7_17"	962	122.911686897278	17.7622694807171	0.800200056509882	0.935342732134176	0.999965934355214	94.2420349121094	0.320669621229172	69.8803405761719	0.0964759364724159	63.6215782165527	0.0989733934402466	97.1356811523438	0.241979524493217	"Bifidobacteriaceae"
"H1T4OM7_18"	812	124.568541169167	16.1554944214035	0.657580818467081	0.924302788844621	0.999971109611058	94.0186920166016	0.30634132027626	69.8129272460938	0.0904420241713524	63.44580078125	0.0827438458800316	97.2853927612305	0.224317610263824	"Bacteroidaceae"
"H1T4OM7_19"	1566.5	170.124890208244	22.6378567781135	0.680149757213732	0.911285631180919	0.999976327259015	93.2758102416992	0.294415533542633	69.6502532958984	0.0938637033104897	63.4627265930176	0.0863096937537193	94.0076141357422	0.257540911436081	"Lachnospiraceae"
"H1T4OM7_21"	924.5	113.840619444847	17.4785524405544	0.896442171763152	0.984034060670569	0.999924935655228	92.8362579345703	0.350925892591476	70.3653106689453	0.107355952262878	63.5371627807617	0.107187062501907	96.5873641967773	0.289681702852249	"Bacteroidaceae"
"H1T4OM7_22"	931.5	118.325901269913	17.3344498653291	0.836051597487461	0.94954128440367	0.999978387010511	95.4899139404297	0.289807260036469	70.4940719604492	0.0942712500691414	64.5616683959961	0.0959768667817116	97.8069534301758	0.268324315547943	"Ruminococcaceae"
"H1T4OM7_23"	387.5	74.8700571060181	11.6619037896906	0.868690840061167	0.976070528967254	0.999869359450273	99.9074554443359	0.282931834459305	68.1493453979492	0.0818227082490921	61.2753715515137	0.0785878002643585	84.9368896484375	0.20478355884552	"Bifidobacteriaceae"
"H1T4OM7_24"	1343.5	143.982754826546	21.4004754270037	0.81437902108177	0.965158045977011	0.999990743432238	92.7388458251953	0.342608422040939	70.0261764526367	0.104748390614986	63.4495124816895	0.0966764912009239	95.7401885986328	0.259271830320358	"Bifidobacteriaceae"
"H1T4OM7_25"	838.5	111.497473597527	16.5529453572468	0.847584248491972	0.967686093479515	0.999980907147258	97.0998764038086	0.293922811746597	69.0937042236328	0.0884202718734741	63.6052742004395	0.0878897607326508	96.3574295043945	0.233370393514633	"Bacteroidaceae"
"H1T4OM7_26"	359.5	74.8700571060181	11.3577313749881	0.805920921295457	0.944809461235217	0.9998738594653	104.498336791992	0.252657383680344	67.8336334228516	0.08636824041605	61.6588096618652	0.0814618989825249	85.920295715332	0.236347392201424	"Bifidobacteriaceae"
"H1T4OM7_27"	1996	168.367530226707	25.0798724079689	0.88481753016862	0.980112938865701	0.999995580241354	84.9733810424805	0.38804629445076	71.4076995849609	0.0984906703233719	66.1421203613281	0.0909525528550148	105.163734436035	0.2550008893013	"Bifidobacteriaceae"
"H1T4OM7_28"	409.5	76.8700572252274	11.7046999107196	0.870862041728527	0.976162097735399	0.946131015893136	106.459899902344	0.259882152080536	67.0466995239258	0.0921038240194321	61.3581161499023	0.086151696741581	87.3857879638672	0.225675269961357	"Bifidobacteriaceae"
"H1T4OM7_29"	586.5	90.1837652921677	13.8924439894498	0.906193938831183	0.984060402684564	0.999729087867031	99.1501541137695	0.320934414863586	68.5681228637695	0.100516527891159	62.740592956543	0.101993151009083	93.2135009765625	0.267072588205338	"Bifidobacteriaceae"
"H1T4OM7_30"	62	29.6568541526794	5	0.885832052900209	1	1	132.196319580078	0.062788613140583	60.0468673706055	0.0346410050988197	56.1109352111816	0.0272690653800964	69.7770004272461	0.0349418185651302	"Bifidobacteriaceae"
"H1T4OM7_31"	334	68.6274164915085	10.7002377135018	0.891170969947964	0.982352941176471	0.999796713271089	114.152053833008	0.1633440554142	65.5846481323242	0.0644898861646652	60.2459754943848	0.0596047900617123	83.6295394897461	0.165150597691536	"Bifidobacteriaceae"
